d      DMRG        J-KRHF           J-KAGP           J-KUHF           J-KSzGHF      J-KSzPfaffian
                 VMC    GFMC      VMC    GFMC      VMC    GFMC      VMC    GFMC      VMC    GFMC
1.6  -26.719  -26.623 -26.677  -26.639 -26.685  -26.636 -26.684  -26.673 -26.704  -26.685 -26.708
1.8  -27.039  -26.907 -26.982  -26.938 -26.994  -26.931 -26.990  -26.992 -27.026  -27.000 -27.028
2.5  -25.933  -25.753 -25.853  -25.785 -25.870  -25.762 -25.860  -25.895 -25.924  -25.902 -25.927
